Name,Symbol,Price Usd,volume 24h,Volume 30d,Market Cap,Dominance,Year Till Date Price Change Percentage,CMC Rank,Market Pair Count,Circulating Supply,Total Supply,Last Updated
Karura,KAR,0.20845719,550389.605,12599307.86,16540209.42,0.0015,28.0333,693,16,79345833,100000000,2023-02-18T05:11:00.000Z
Nimiq,NIM,0.001578219,146888.7133,3682364.536,16391594.82,0.0015,44.3104,694,13,10386136346,10905886346,2023-02-18T05:11:00.000Z
Era Swap,ES,0.008804477,781997.0147,24197452.7,16387105.89,0,100.0042,695,2,1861224133,3428015506,2023-02-18T05:11:00.000Z
GoCrypto Token,GOC,0.066684186,377931.2326,10364463.36,16356193.07,0,152.1798,696,9,245278437.8,299095759,2023-02-18T05:11:00.000Z
Push Protocol,PUSH,0.501301634,682428.0017,110219938.3,16334448.04,0,122.5021,697,29,32584071,100000000,2023-02-18T05:11:00.000Z
AMO Coin,AMO,0.000774554,5387689.759,191860076.4,16320149.56,0,14.0017,698,2,21070371743,21097934363,2023-02-18T05:11:00.000Z
Mint Marble,MIM,0.482253585,34045.64873,1172533.893,16300171.17,0,-33.5633,699,2,33800000,1000000000,2023-02-18T05:11:00.000Z
ApeSwap,BANANA,0.071338968,136330.4627,3895300.792,16244800.68,0,40.692,700,122,227712861.9,196890986.3,2023-02-18T05:11:00.000Z
Terran Coin,TRR,0.68650001,10371751.05,341481375,16238031.19,0,-55.7542,701,29,23653359,10000000000,2023-02-18T05:11:00.000Z
Tap,XTP,0.013167442,915175.4294,25581809.38,16221117.39,0,4869.8221,702,8,1231911016,10000000000,2023-02-18T05:11:00.000Z
Deeper Network,DPR,0.010235558,1152768.689,78442497.78,16160967.16,0.0014,61.4843,703,33,1578904431,10000000000,2023-02-18T05:11:00.000Z
NFTX,NFTX,26.5005851,76099.41155,2374361.383,16077166.49,0,124.2622,704,27,606672.1332,650000,2023-02-18T05:11:00.000Z
MUX Protocol,MCB,8.657177457,213039.5217,6056539.077,16051944.13,0,150.0122,705,39,1854177.555,2268644,2023-02-18T05:11:00.000Z
Polkadex,PDEX,1.904918769,524219.1229,17651530.61,15925120.91,0,28.7555,706,13,8360000,8360000,2023-02-18T05:11:00.000Z
Hydra,HYDRA,1.847195098,151817.2743,4416875.946,15898368.58,0,24.6121,707,6,8606762,22927990.64,2023-02-18T05:11:00.000Z
CUDOS,CUDOS,0.004552954,822852.3958,20612841.86,15703326.06,0,115.6752,708,18,3449041267,8699716185,2023-02-18T05:11:00.000Z
MixMarvel,MIX,0.003320861,283904.5639,33980787.56,15607857.94,0.0014,38.8431,709,29,4699943108,10000000000,2023-02-18T05:11:00.000Z
Arsenal Fan Token,AFC,3.288582833,1748635.005,139121492.5,15494585.53,0,54.4348,710,10,4711630,40000000,2023-02-18T05:11:00.000Z
SOLVE,SOLVE,0.032110297,428977.1352,60386686.39,15487598.04,0.0014,52.7972,711,14,482324962.5,1000000000,2023-02-18T05:11:00.000Z
UniCrypt,UNCX,451.9240956,130874.5465,3526960.749,15471985.14,0,96.1205,712,17,34235.80484,47650,2023-02-18T05:11:00.000Z
Retreeb,TREEB,0.02814047,695797.2737,21752337.17,15390478.6,0,131.5426,713,37,546916195,1000000000,2023-02-18T05:11:00.000Z
rhino.fi,DVF,0.636365173,121566.2244,3832509.8,15366403.81,0,2.9699,714,14,24147147.7,100000000,2023-02-18T05:11:00.000Z
OAX,OAX,0.197874177,1871293.849,56383080.09,15245265.52,0,61.132,715,8,77045250.58,100000000,2023-02-18T05:11:00.000Z
Lossless,LSS,0.273370514,258178.743,9903192.771,15191929.9,0,95.0894,716,26,55572671.94,100000000,2023-02-18T05:11:00.000Z
Student Coin,STC,0.002842741,53480.89204,1472084.6,15131191.13,0,0.2342,717,22,5322747502,10000000000,2023-02-18T05:11:00.000Z
Unification,FUND,0.434180274,194589.3352,7168414.2,14956382.44,0.0013,48.5032,718,16,34447402,120000000,2023-02-18T05:11:00.000Z
Stratos,STOS,0.738783494,1301874.981,10281815.46,14888077.98,0,33.7897,719,18,20152152.96,100000000,2023-02-18T05:11:00.000Z
Big Data Protocol,BDP,0.301425314,2003276.182,191844391.7,14869568.79,0,1565.8605,720,19,49330856.09,64923252.85,2023-02-18T05:11:00.000Z
Hamster,HAM,6.24E-09,3244445.706,38007435.97,14867481.67,0,438.5963,721,31,2.38423E+15,1.00E+16,2023-02-18T05:11:00.000Z
Swash,SWASH,0.02887684,242015.8086,11376324.74,14847834.54,0,194.0667,722,17,514177963.1,996948324.1,2023-02-18T05:11:00.000Z
BEPRO Network,BEPRO,0.001483697,294983.962,8431828.668,14836973.57,0,146.8531,723,10,10000000000,10000000000,2023-02-18T05:11:00.000Z
BIDR,BIDR,6.57E-05,18877056.65,297439993.9,14836795.04,0,3.0079,724,114,2.25715E+11,6.457E+11,2023-02-18T05:11:00.000Z
Oraichain,ORAI,7.249944663,1826081.01,62245241.23,14821960.87,0,323.6209,725,19,2044424,19779272,2023-02-18T05:11:00.000Z
DeFine,DFA,0.057408048,156474.5486,2871411.88,14784233.38,0,3.8098,726,21,257528934,500000000,2023-02-18T05:11:00.000Z
SIX,SIX,0.053726471,561728.6841,18747032.82,14709050.33,0.0013,61.5661,727,6,273776596,999999970,2023-02-18T05:11:00.000Z
Valobit,VBIT,0.012203498,92.63705175,3466.457698,14654045.78,0,22.9357,728,7,1200806964,1600000000,2023-02-18T05:11:00.000Z
Arcblock,ABT,0.148495966,424850.4182,12788951.36,14634916.74,0.0013,54.6858,729,17,98554305.44,186000000,2023-02-18T05:11:00.000Z
Wabi,WABI,0.145766121,1106763.237,144797264.2,14576611.98,0.0013,39.083,730,18,99999999.34,100000000,2023-02-18T05:11:00.000Z
Green Satoshi Token (SOL),GST,0.020760662,5165808.177,176704948.6,14464762.59,0,48.8531,731,41,696738973.4,706738973.4,2023-02-18T05:11:00.000Z
Victoria VR,VR,0.013986493,629183.1319,15818786.21,14396425.72,0,164.6872,732,15,1029309213,16800000000,2023-02-18T05:11:00.000Z
RIZON,ATOLO,0.007040169,169843.8987,6135182.881,14358982.55,0,38.6164,733,8,2039579362,2539579362,2023-02-18T05:11:00.000Z
Poolz Finance,POOLZ,3.649094954,826377.2999,13654277.84,14302299.73,0,236.0349,734,22,3919410.131,4992280,2023-02-18T05:11:00.000Z
Cere Network,CERE,0.008924473,622267.0531,21685262.94,14150123.68,0,54.9512,735,22,1585541574,10000000000,2023-02-18T05:11:00.000Z
pNetwork,PNT,0.205341133,3077439.599,295692489.1,14041953.42,0.0013,51.0569,736,44,68383539.19,96775228.71,2023-02-18T05:11:00.000Z
Hoge Finance,HOGE,3.49E-05,61906.63484,1788043.622,14039574.25,0,69.2298,737,26,4.02276E+11,3.98807E+11,2023-02-18T05:11:00.000Z
HAPI Protocol,HAPI,19.61205149,755969.973,22970203.43,13881938.29,0,-1.1313,738,25,707826.9347,591929.2067,2023-02-18T05:11:00.000Z
Carbon Protocol,SWTH,0.008743686,20272.79116,815987.5195,13867999.69,0.0012,43.4403,739,26,1586058755,1719507588,2023-02-18T05:11:00.000Z
MimbleWimbleCoin,MWC,1.271949607,2146.552051,69739.25476,13860064.42,0,55.2199,740,8,10896708.76,10896708.76,2023-02-18T05:11:00.000Z
LATOKEN,LA,0.036402078,94145.89559,3055645.256,13836628.81,0,-7.7426,741,9,380105462,400000000,2023-02-18T05:11:00.000Z
Scallop,SCLP,0.278926798,206498.5429,5625765.148,13652059.02,0,130.694,742,12,48944953,100000000,2023-02-18T05:11:00.000Z
Rainicorn,RAINI,0.027302564,260784.7882,7340544.186,13651282.13,0,224.4117,743,14,500000000,500000000,2023-02-18T05:11:00.000Z
Altura,ALU,0.021687832,424202.0997,11171481.39,13571314.41,0,172.8677,744,28,625757088.5,990000000,2023-02-18T05:11:00.000Z
PowerPool,CVP,0.483611553,6987834.398,1024707374,13564026.32,0,44.9455,745,50,28047357.92,100000000,2023-02-18T05:11:00.000Z
VIMworld,VEED,0.002422491,150603.6138,5291633.334,13484489.58,0,119.6599,746,8,5566374466,1E+11,2023-02-18T05:11:00.000Z
BABB,BAX,0.000270386,600009.582,19742009.73,13479732.65,0.0012,375.2087,747,8,49853700000,50000000000,2023-02-18T05:11:00.000Z
Obyte,GBYTE,16.23691564,12074.50993,351356.3783,13435064.48,0,6.2782,748,18,827439.4459,1000000,2023-02-18T05:11:00.000Z
Firebird,PKF,0.116906311,1410907.674,38600485.22,13408234.7,0,66.3057,749,18,114692137.7,200000000,2023-02-18T05:11:00.000Z
Mirror Protocol,MIR,0.171115352,8604993.479,585032004.5,13302966.08,0.0012,27.9228,750,106,77742679.93,370575000,2023-02-18T05:11:00.000Z
HOPR,HOPR,0.062105738,245107.9347,8715434.733,13213368.05,0,9.967,751,31,212755995,249235880,2023-02-18T05:11:00.000Z
Aurory,AURY,0.717049606,301594.7073,3789176.386,13136513.71,0.0012,14.6105,752,17,18320230,100000000,2023-02-18T05:11:00.000Z
Stader,SD,1.288736706,2794965.921,55544856.25,13079517.7,0,377.4206,753,34,10149100,150000000,2023-02-18T05:11:00.000Z
Shapeshift FOX Token,FOX,0.034225444,186884.6845,8039455.639,12908268.62,0.0012,42.5186,754,35,377154162.5,1000001337,2023-02-18T05:11:00.000Z
Vita Inu,VINU,1.67E-08,2087717.059,51182190.62,12902514.43,0,70.3168,755,46,7.72039E+14,9.09998E+14,2023-02-18T05:11:00.000Z
SENSO,SENSO,0.183041424,597045.4423,14770187.49,12862161.05,0,31.239,756,16,70269127,715280000,2023-02-18T05:11:00.000Z
Marinade Staked SOL,MSOL,25.72501809,2079926.81,66594228.85,12811059.01,0,137.8392,757,47,498000,498000,2023-02-18T05:11:00.000Z
Energi,NRG,0.209800591,184918.6831,5362350.531,12762928.05,0.0011,-5.0722,758,13,60833613.41,61630660.35,2023-02-18T05:11:00.000Z
Suku,SUKU,0.071382038,714604.3988,25927433.93,12734798.74,0,87.5063,759,28,178403406.8,1500000000,2023-02-18T05:11:00.000Z
BabySwap,BABY,0.034284343,419142.5861,7301827.4,12679408.59,0,33.6021,760,58,369830880,1000000000,2023-02-18T05:11:00.000Z
Dovu,DOV,0.013239092,100465.7389,3066578.873,12658651.9,0.0011,581.8479,761,16,956157114.3,963761390.4,2023-02-18T05:11:00.000Z
Crypterium,CRPT,0.133992307,3755245.124,126620196.5,12599353.8,0.0011,88.2664,762,24,94030426.86,95624403,2023-02-18T05:11:00.000Z
Diamond Launch,DLC,0.130260652,636956.1145,17655811.27,12531472.75,0,-0.1318,763,2,96203056,1000000000,2023-02-18T05:11:00.000Z
Ternoa,CAPS,0.01914522,474930.6137,13518608.48,12482218.05,0,168.3279,764,26,651975677.7,2500000000,2023-02-18T05:11:00.000Z
AC Milan Fan Token,ACM,2.977177611,1716227.307,121705700,12394243.45,0,27.4048,765,27,4163085,20000000,2023-02-18T05:11:00.000Z
Solend,SLND,0.38130265,45784.723,1180590.531,12380583.05,0,28.5351,766,11,32469176.52,100000000,2023-02-18T05:11:00.000Z
Orbcity,ORB,0.104041761,119486.9206,5197217.012,12337297.65,0,25.8046,767,12,118580246,1000000000,2023-02-18T05:11:00.000Z
BitKan,KAN,0.001284093,58315.21429,2214429.726,12259263.45,0.0011,4.7933,768,16,9547023075,10000000000,2023-02-18T05:11:00.000Z
IMPT,IMPT,0.009249496,357208.157,10026203.42,12226880.72,0,-31.9392,769,6,1321897017,2761897017,2023-02-18T05:11:00.000Z
GET Protocol,GET,1.070949035,90852.28474,2640377.952,12196243.55,0.0011,2.25,770,21,11388257.65,23368773.4,2023-02-18T05:11:00.000Z
EverRise,RISE,0.000190641,20884.75746,635980.5808,12177988.27,0,25.1644,771,18,63879133973,71618033988,2023-02-18T05:11:00.000Z
Neutrino Token,NSBT,4.461349867,30205.18396,991580.7591,12164589.87,0,128.3805,772,12,2726661.264,2719842.583,2023-02-18T05:11:00.000Z
Napoli Fan Token,NAP,7.360445766,4765826.414,258456628.5,12149784.78,0,149.5505,773,8,1650686,10000000,2023-02-18T05:11:00.000Z
Peercoin,PPC,0.432097438,2107.654865,358798.715,12091750.59,0.0011,20.1342,774,22,27983851.59,28016339.44,2023-02-18T05:11:00.000Z
The Transfer Token,TTT,0.103964907,0,0,12085928.07,0,43.3145,775,8,116250073,2000000000,2023-02-18T05:11:00.000Z
Kryll,KRL,0.313197778,200031.3788,7658732.517,12041389.08,0.0011,25.407,776,16,38446598,49417348,2023-02-18T05:11:00.000Z
NFT Worlds,WRLD,0.016644593,127916.4968,3618797.592,11852459.61,0,207.9981,777,30,712090664.6,712440664.6,2023-02-18T05:11:00.000Z
Gari Network,GARI,0.059306546,1217519.901,47440888.59,11752038.99,0,19.0207,778,35,198157535,1000000000,2023-02-18T05:11:00.000Z
UniLend,UFT,0.375941805,3244812.14,354145762.8,11673957.08,0,33.533,779,38,31052564.35,100000000,2023-02-18T05:11:00.000Z
Zenon,ZNN,1.843962319,5340.167937,169658.479,11673665.22,0,13.389,780,6,6330750.418,7102886.418,2023-02-18T05:11:00.000Z
PERL.eco,PERL,0.023668153,2475009.157,40429190.8,11619617.13,0.001,70.2702,781,31,490938908.1,1033200000,2023-02-18T05:11:00.000Z
Super Zero Protocol,SERO,0.030309932,134863.1292,4868827.771,11603126.56,0,6.5061,782,14,382815989,610108795,2023-02-18T05:11:00.000Z
LBRY Credits,LBC,0.017696191,21018.68827,862144.6084,11577506.96,0.001,76.5438,783,11,654237214.9,767800721,2023-02-18T05:11:00.000Z
Quantstamp,QSP,0.016060156,201878.8476,20699736.56,11463770.63,0.001,33.4911,784,16,713801946.7,976442388.3,2023-02-18T05:11:00.000Z
DerivaDAO,DDX,0.438208207,86760.83238,2809762.752,11434895.82,0,49.4676,785,21,26094663.78,50297306,2023-02-18T05:11:00.000Z
Aurox,URUS,21.81969998,235905.702,37173590.7,11388334.19,0,7.9116,786,17,521929,1000000,2023-02-18T05:11:00.000Z
Vertcoin,VTC,0.171941184,50730.8327,12802687.38,11371677.86,0.001,20.854,787,18,66137022,66137022,2023-02-18T05:11:00.000Z
Atletico De Madrid Fan Token,ATM,3.449429083,2564619.692,249063745.6,11330546.67,0,48.2816,788,33,3284760,10000000,2023-02-18T05:11:00.000Z
RED TOKEN,RED,0.001735145,892535.1702,77419084.8,11279890.04,0,97.9304,789,12,6500834106,1E+11,2023-02-18T05:11:00.000Z
MASQ,MASQ,0.43955473,206275.7893,6101062.717,11235273.31,0,172.4838,790,20,25560578.79,37500000,2023-02-18T05:11:00.000Z
Oxen,OXEN,0.181555591,297793.3097,6499346.869,11202626.32,0.001,11.1374,791,10,61703560,61953708,2023-02-18T05:11:00.000Z
Exeedme,XED,0.124213136,209330.376,5390836.936,11158187.26,0,240.8674,792,32,89830975.88,100000000,2023-02-18T05:11:00.000Z
Kin,KIN,5.05E-06,376110.5681,9862416.464,11149394.87,0.001,-26.921,793,40,2.20721E+12,1E+13,2023-02-18T05:11:00.000Z
BOSagora,BOA,0.035726595,387825.9701,8227903.658,11115022.35,0.001,7.5812,794,9,311113394,461209254,2023-02-18T05:11:00.000Z
OG Fan Token,OG,2.946630732,2928571.889,49011355.69,11073181.93,0,25.289,795,22,3757913,5000000,2023-02-18T05:11:00.000Z
Dvision Network,DVI,0.020150184,856519.0364,18154224.37,11026105.73,0.001,72.5734,796,22,547196290,1000000000,2023-02-18T05:11:00.000Z
ELYSIA,EL,0.003377728,531362.1647,97106378.64,10913892.89,0,130.5213,797,13,3231133910,6803300705,2023-02-18T05:11:00.000Z
TRVL,TRVL,0.091732528,953040.7771,36455734.79,10892484.02,0,268.5166,798,17,118741784,1000000000,2023-02-18T05:11:00.000Z
Matrix AI Network,MAN,0.050331196,947168.0674,43896252.91,10786078.03,0.001,194.3315,799,12,214302041.9,647450056,2023-02-18T05:11:00.000Z
XDEFI Wallet,XDEFI,0.127217892,619144.507,18077834.5,10760021.84,0,33.0358,800,20,84579469.63,240000000,2023-02-18T05:11:00.000Z
Apollo Currency,APL,0.000504515,562745.524,16120903.29,10678103.9,0,-1.9259,801,11,21165096531,21158774009,2023-02-18T05:11:00.000Z
ERC20,ERC20,0.009393116,599.1853481,18464.76942,10601376.61,0,19.916,802,21,1128632512,12999999994,2023-02-18T05:11:00.000Z
Bitcoin Standard Hashrate Token,BTCST,0.864972128,186791.6785,5525438.295,10553872.34,0.0009,20.1066,803,35,12201401.65,15000000,2023-02-18T05:11:00.000Z
Juventus Fan Token,JUV,3.090981436,1600123.547,49378310.24,10543414.95,0,19.0552,804,35,3411025,20000000,2023-02-18T05:11:00.000Z
MileVerse,MVC,0.004111921,427569.1739,69015065.44,10523317.16,0,23.6841,805,4,2559221629,3000000000,2023-02-18T05:11:00.000Z
Bitcoin 2,BTC2,0.585383967,1442.13248,45610.72614,10510107.02,0,72.219,806,7,17954210.6,17954210.6,2023-02-18T05:11:00.000Z
BTSE,BTSE,2.409333785,100221.1434,3297872.082,10491952.33,0,15.4848,807,5,4354711,165904711,2023-02-18T05:11:00.000Z
BASIC,BASIC,0.001401648,150324.032,19740376.03,10441283.16,0,44.1282,808,5,7449287997,8326258167,2023-02-18T05:11:00.000Z
Morpheus Labs,MITX,0.019886346,314556.3518,8596489.967,10440331.83,0.0009,561.8584,809,15,524999999.2,705999995,2023-02-18T05:11:00.000Z
Unisocks,SOCKS,34471.93181,271.9646991,7395.542777,10410523.41,0,45.9022,810,3,302,302,2023-02-18T05:11:00.000Z
Govi,GOVI,0.524916056,213626.3842,13082462.08,10390789.97,0,51.0328,811,12,19795146,32000000,2023-02-18T05:11:00.000Z
Tornado Cash,TORN,9.440187732,11842273.94,1093306829,10382268.52,0,128.1971,812,68,1099794.709,10000000,2023-02-18T05:11:00.000Z
PRIZM,PZM,0.003191061,1088440.772,32419352.57,10343906.09,0,27.8112,813,15,3241526145,3231526145,2023-02-18T05:11:00.000Z
Numbers Protocol,NUM,0.039159917,578149.9988,24956332.75,10342276.99,0,45.7143,814,32,264103648,297802719,2023-02-18T05:11:00.000Z
Inter Milan Fan Token,INTER,3.100622111,1009959.195,226660556.2,10282428.78,0,49.7236,815,9,3316247,20000000,2023-02-18T05:11:00.000Z
Particl,PART,0.79795271,7056.142569,199009.4136,10251376.03,0,-33.2699,816,6,12847097.2,11751238.05,2023-02-18T05:11:00.000Z
Callisto Network,CLO,0.003299972,22938.68039,532202.8762,10245665.19,0,11.3772,817,17,3104773221,3104773221,2023-02-18T05:11:00.000Z
Cellframe,CELL,0.357020536,156310.2358,4604729.997,10210490.24,0,145.1952,818,33,28599167.9,29735000,2023-02-18T05:11:00.000Z
BLOCKv,VEE,0.002862724,5666.305616,177371.0476,10112071.34,0.0009,64.5341,819,13,3532325265,3646271241,2023-02-18T05:11:00.000Z
Botto,BOTTO,0.476495972,2946966.895,84770696.05,10089158.53,0,1046.1233,820,8,21173649.14,100000000,2023-02-18T05:11:00.000Z
BendDAO,BEND,0.026288154,2199130.001,57319831.71,10054138.46,0,562.8881,821,15,382458902,10000000000,2023-02-18T05:11:00.000Z
Quantum Resistant Ledger,QRL,0.129959896,33212.84335,1022548.126,9998312.898,0.0009,28.6768,822,2,76933832.52,76981944.68,2023-02-18T05:11:00.000Z
Town Star,TOWN,0.036436428,566863.5528,14953882.99,9956019.553,0,147.3953,823,19,273243569,273243569,2023-02-18T05:11:00.000Z
Sovryn,SOV,0.400749388,93625.52579,3173226.514,9896765.513,0,117.8942,824,13,24695647.23,100000000,2023-02-18T05:11:00.000Z
MagicCraft,MCRT,0.004534589,455464.7447,13900238.62,9889115.939,0,11.4521,825,30,2180818502,10000000000,2023-02-18T05:11:00.000Z
Rook,ROOK,15.99167279,53564.68352,1653851.894,9877038.381,0,16.6442,826,33,617636.3482,1226310,2023-02-18T05:11:00.000Z
Diamond,DMD,2.633198401,85317.10322,2551514.527,9844857.873,0,31.4027,827,8,3738745.196,3738745.196,2023-02-18T05:11:00.000Z
WaykiChain,WICC,0.046783129,184313.6736,5802283.515,9824457.049,0.0009,21.7618,828,25,210000000,210000000,2023-02-18T05:11:00.000Z
Mancium,MANC,0.974610681,518968.5382,16804363.55,9746106.813,0,10.735,829,12,10000000,100000000,2023-02-18T05:11:00.000Z
Adappter Token,ADP,0.008585098,1396772.44,41389490.93,9742996.852,0,16.8038,830,11,1134873099,4942625901,2023-02-18T05:11:00.000Z
TE-FOOD,TONE,0.016431669,173699.0348,4454366.247,9708383.535,0.0009,9.3526,831,8,590833685.8,1000000000,2023-02-18T05:11:00.000Z
Pintu Token,PTU,0.413983426,36872.94732,1172352.985,9671535.451,0,4.8382,832,3,23362132,299844842,2023-02-18T05:11:00.000Z
BioPassport Token,BIOT,0.002156033,253701.9172,5502394.975,9637390.46,0,-38.8327,833,7,4469964250,8800000000,2023-02-18T05:11:00.000Z
SAFE DEAL,SFD,1.439496219,45551.95756,1334549.599,9495523.704,0,96.6622,834,5,6596421.429,6623563.429,2023-02-18T05:11:00.000Z
Bridge Oracle,BRG,0.001181011,1556481.552,45968970.59,9450650.776,0.0008,124.0075,835,19,8002167205,10000000000,2023-02-18T05:11:00.000Z
Venus Reward Token,VRT,0.000427503,63961.0665,2041133.517,9405066.225,0,79.4723,836,14,21999981080,30000000000,2023-02-18T05:11:00.000Z
GoChain,GO,0.007749282,146828.0106,4489104.984,9378285.945,0.0008,19.3242,837,13,1210213458,1210213451,2023-02-18T05:11:00.000Z
Civilization,CIV,0.030731788,30152.89839,863731.1314,9219536.416,0,21.0359,838,23,300000000,300000000,2023-02-18T05:11:00.000Z
DigitalBits,XDB,0.002989579,2382884.328,56240621.31,9138014.031,0.0008,35.8529,839,17,3056622217,20000000000,2023-02-18T05:11:00.000Z
Zus,ZCN,0.186974076,34486.61952,1282639.458,9049728.873,0.0008,2.0603,840,8,48400982,200000000,2023-02-18T05:11:00.000Z
Dfyn Network,DFYN,0.050541571,1037924.624,8619428.429,8953908.917,0,128.7896,841,69,177159290,198284457,2023-02-18T05:11:00.000Z
Cryptex Finance,CTX,2.337175901,117153.885,3280859.773,8925170.986,0,-0.004,842,22,3818784.45,10000000,2023-02-18T05:11:00.000Z
Epic Cash,EPIC,0.566515123,24584.81871,805412.1055,8910718.64,0,52.8069,843,5,15729004,15475840,2023-02-18T05:11:00.000Z
Newscrypto,NWC,0.05910772,1415382.771,32071817.51,8889850.3,0,11.1844,844,29,150400833.7,270050481.3,2023-02-18T05:11:00.000Z
Validity,VAL,1.849698382,406266.3045,55291475.92,8828269.059,0.0008,38.1091,845,12,4772815.474,4778152.374,2023-02-18T05:11:00.000Z
KOK,KOK,0.082140785,455636.3721,7052170.129,8816451.547,0,-14.518,846,14,107333422.5,5000000000,2023-02-18T05:11:00.000Z
SHPING,SHPING,0.004936623,344832.801,3010267.74,8799203.374,0.0008,30.961,847,16,1782433624,10000000000,2023-02-18T05:11:00.000Z
Agoras: Currency of Tau,AGRS,0.483876375,11739.98002,318082.9379,8709774.751,0,320.5445,848,10,18000000,42000000,2023-02-18T05:11:00.000Z
Meta Apes,PEEL,0.056378932,382209.1628,10741384.29,8649134.153,0,-7.9522,849,10,153410747.9,153372537.9,2023-02-18T05:11:00.000Z
Thetan Arena,THG,0.075855052,356368.2321,87231560.75,8615992.619,0,47.6546,850,42,113584953.7,420000000,2023-02-18T05:11:00.000Z
Bifrost,BNC,0.418239363,305816.5922,11039490.9,8524633.74,0,328.8577,851,7,20382189,80000000,2023-02-18T05:11:00.000Z
Counterparty,XCP,3.254586228,897.9403404,28606.92063,8507136.906,0,26.0636,852,3,2613892,2613892,2023-02-18T05:11:00.000Z
Venus LTC,vLTC,2.045245593,0,0,8472180.351,0,42.7377,853,1,4142378,4142378,2023-02-18T05:11:00.000Z
SORA,XOR,3.276775905,1504826.109,47203153.35,8416371.191,0.0008,12.5325,854,36,2568491.54,406855.2544,2023-02-18T05:11:00.000Z
Invictus Hyperion Fund,IHF,0.073014714,79.22247177,2406.059494,8403511.766,0.0008,10.6625,855,5,115093401.1,115465568.4,2023-02-18T05:11:00.000Z
XeniosCoin,XNC,0.110099957,2003.08161,60827.01758,8397869.636,0,0.1216,856,4,76274958.05,100413374,2023-02-18T05:11:00.000Z
